System,Compared against,Correlation (r),Bland-Altman bias / LoA,Passing-Bablok slope/intercept,Source,Sample-size caveat
Our system (SSDLite / EfficientNet-B0 on Raspberry Pi),"Biomed-student manual counts, 72-image set",r=0.151 (RBC); r=0.307 (WBC); r=nan (Platelets),"RBC: bias=-11.11, LoA=[-20.94, -1.28]; WBC: bias=-0.38, LoA=[-1.90, 1.15]; Platelets: bias=-3.12, LoA=[-11.13, 4.88]","RBC: slope=0.500 [0.250, 0.750], intercept=1.000 [-5.750, 7.000]; WBC: slope=-0.000 [-0.000, -0.000], intercept=1.000 [1.000, 1.000]; Platelets: slope=0.000 [-0.000, 0.000], intercept=0.000 [0.000, 0.000]",This study,"n=72 paired images, below the CLSI EP09c-style convention of ~40+ paired samples cited in the literature review; report with confidence intervals rather than as a fully-powered clinical validation."
